ctd_file_pk,ctd_cast_pk,hakai_id,ctd_data_pk,filename,device_model,device_sn,device_firmware,file_processing_stage,work_area,shutoff,v_main,v_lith,i_pump,i_ext01,i_ext2345,cast_processing_stage,cruise,station,cast_number,status,latitude,longitude,start_dt,bottom_dt,end_dt,duration,start_depth,bottom_depth,target_depth,drop_speed,vessel,operators,cast_comments,pruth_air_pressure_before_cast,min_pressure_before_cast,min_depth_before_cast,min_pressure_after_cast,min_depth_after_cast,estimated_air_pressure,estimated_depth_shift,original_start_dt,original_bottom_dt,original_start_depth,original_bottom_depth,direction_flag,measurement_dt,descent_rate,conductivity,conductivity_flag,temperature,temperature_flag,depth,depth_flag,pressure,pressure_flag,par,par_flag,flc,flc_flag,turbidity,turbidity_flag,ph,ph_flag,salinity,salinity_flag,spec_cond,spec_cond_flag,dissolved_oxygen_ml_l,dissolved_oxygen_ml_l_flag,rinko_do_ml_l,rinko_do_ml_l_flag,dissolved_oxygen_percent,dissolved_oxygen_percent_flag,oxygen_voltage,oxygen_voltage_flag,c_star_at,c_star_at_flag,sos_un,sos_un_flag,backscatter_beta,backscatter_beta_flag,cdom_ppb,cdom_ppb_flag,year,date,day,month,event_pk,line_out_depth,date_chl,collected_chl,hakai_id_chl,work_area_chl,site_id,lat_chl,long_chl,sampling_bout_chl,pressure_transducer_depth_chl,chl_phaeo_quality_level,chla_final_Bulk GF/F,chla_final_GF/F,date_nuts,collected_nuts,hakai_id_nuts,work_area_nuts,lat_nuts,long_nuts,sampling_bout_nuts,pressure_transducer_depth_nuts,nh4_,no2_no3_um,no2_no3_ugl,no2_no3_units,tp,tdp,tn,tdn,srp,po4,sio2,po4pfilt,no3nfilt,po4punfl,no3nunfl,nh4nunfl,quality_level,i.date,collected_poms,i.hakai_id,i.work_area,lat,long,sampling_bout,pressure_transducer_depth,acidified,acidification_method,volume,part,screen_size,preserved,analyzed,filter_portion,pre_weight_mg,post_weight_mg,filter_size_mm,filter_type,total_beam_n,ug_n,per_n,delta_air,corr_delta15n,total_beam_c,ug_c,per_c,delta_pdb,corr_delta13c,c_n,analyzing_lab,c_flag,n_flag,c_n_flag,row_flag,quality_level_poms,i.year,i.month,i.day,min_bottle_collection_t,max_bottle_collection_t,time_diff_mins,discrete_sample_timediff_flag
2144,6891,080217_2015-03-18T16:46:22.833Z,5119405,080217_20150318_1704,RBRmaestro,080217,12.02,8_rbr_processed,QUADRA,,,,,,,8_rbr_processed,QUADS14,QU39,,,50.030667788,-125.09921667,,2015-03-18T16:51:27Z,2015-03-18T16:54:54Z,305,0.0040867,259.661007782711,265,0.851813976417917,,"Megan Foss,Kate Lansley,Katie Pocock,Rebecca Piercey,Wayne Jacob,Leo Pontier",,,,,,,,,2015-03-18T16:46:22Z,2015-03-18T16:51:26Z,0.0040867,260.1969618,d,2015-03-18T16:46:24Z,0.879,29.88104,,9.1104,,1,,1,,251.874,,1.0424,,3.149,,,,27.4116,,,,8.4625,,,,,,,,,,,,,,,,2015,2015-03-18T16:46:22Z,77,3,68552,0,,,,,QU39,,,,,,,,2016-04-08,2016-04-08T16:01:43Z,QNUT2084,QUADRA,50.0307000000001,-125.0992,3,,,0.668850288094282,,uM,,,,,,0.230274634087493,3.7993094171885202,,,,,,Technicianm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-08T16:01:43Z,2016-04-08T16:06:59Z,5.26666666666667,""
2144,6891,080217_2015-03-18T16:46:22.833Z,5119405,080217_20150318_1704,RBRmaestro,080217,12.02,8_rbr_processed,QUADRA,,,,,,,8_rbr_processed,QUADS14,QU39,,,50.030667788,-125.09921667,,2015-03-18T16:51:27Z,2015-03-18T16:54:54Z,305,0.0040867,259.661007782711,265,0.851813976417917,,"Megan Foss,Kate Lansley,Katie Pocock,Rebecca Piercey,Wayne Jacob,Leo Pontier",,,,,,,,,2015-03-18T16:46:22Z,2015-03-18T16:51:26Z,0.0040867,260.1969618,d,2015-03-18T16:46:24Z,0.879,29.88104,,9.1104,,1,,1,,251.874,,1.0424,,3.149,,,,27.4116,,,,8.4625,,,,,,,,,,,,,,,,2015,2015-03-18T16:46:22Z,77,3,68552,5,,,,,QU39,,,,,,,,2016-04-08,2016-04-08T16:01:43Z,QNUT2085,QUADRA,50.0307000000001,-125.0992,3,,,0.745100657805805,,uM,,,,,,0.226205246005338,3.17143861143284,,,,,,Technicianm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-08T16:01:43Z,2016-04-08T16:06:59Z,5.26666666666667,""
2144,6891,080217_2015-03-18T16:46:22.833Z,5119405,080217_20150318_1704,RBRmaestro,080217,12.02,8_rbr_processed,QUADRA,,,,,,,8_rbr_processed,QUADS14,QU39,,,50.030667788,-125.09921667,,2015-03-18T16:51:27Z,2015-03-18T16:54:54Z,305,0.0040867,259.661007782711,265,0.851813976417917,,"Megan Foss,Kate Lansley,Katie Pocock,Rebecca Piercey,Wayne Jacob,Leo Pontier",,,,,,,,,2015-03-18T16:46:22Z,2015-03-18T16:51:26Z,0.0040867,260.1969618,d,2015-03-18T16:46:24Z,0.879,29.88104,,9.1104,,1,,1,,251.874,,1.0424,,3.149,,,,27.4116,,,,8.4625,,,,,,,,,,,,,,,,2015,2015-03-18T16:46:22Z,77,3,68552,10,,,,,QU39,,,,,,,,2016-04-08,2016-04-08T16:01:43Z,QNUT2091,QUADRA,50.0307000000001,-125.0992,3,,,4.02123666283094,,uM,,,,,,0.526731951600858,8.64413944485478,,,,,,Technicianm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-08T16:01:43Z,2016-04-08T16:06:59Z,5.26666666666667,""
2144,6891,080217_2015-03-18T16:46:22.833Z,5119405,080217_20150318_1704,RBRmaestro,080217,12.02,8_rbr_processed,QUADRA,,,,,,,8_rbr_processed,QUADS14,QU39,,,50.030667788,-125.09921667,,2015-03-18T16:51:27Z,2015-03-18T16:54:54Z,305,0.0040867,259.661007782711,265,0.851813976417917,,"Megan Foss,Kate Lansley,Katie Pocock,Rebecca Piercey,Wayne Jacob,Leo Pontier",,,,,,,,,2015-03-18T16:46:22Z,2015-03-18T16:51:26Z,0.0040867,260.1969618,d,2015-03-18T16:46:24Z,0.879,29.88104,,9.1104,,1,,1,,251.874,,1.0424,,3.149,,,,27.4116,,,,8.4625,,,,,,,,,,,,,,,,2015,2015-03-18T16:46:22Z,77,3,68552,20,,,,,QU39,,,,,,,,2016-04-08,2016-04-08T16:01:43Z,QNUT2096,QUADRA,50.0307000000001,-125.0992,3,,,8.56825966583587,,uM,,,,,,0.902680860731557,15.3387512648997,,,,,,Technicianm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-08T16:01:43Z,2016-04-08T16:06:59Z,5.26666666666667,""
2144,6891,080217_2015-03-18T16:46:22.833Z,5119405,080217_20150318_1704,RBRmaestro,080217,12.02,8_rbr_processed,QUADRA,,,,,,,8_rbr_processed,QUADS14,QU39,,,50.030667788,-125.09921667,,2015-03-18T16:51:27Z,2015-03-18T16:54:54Z,305,0.0040867,259.661007782711,265,0.851813976417917,,"Megan Foss,Kate Lansley,Katie Pocock,Rebecca Piercey,Wayne Jacob,Leo Pontier",,,,,,,,,2015-03-18T16:46:22Z,2015-03-18T16:51:26Z,0.0040867,260.1969618,d,2015-03-18T16:46:24Z,0.879,29.88104,,9.1104,,1,,1,,251.874,,1.0424,,3.149,,,,27.4116,,,,8.4625,,,,,,,,,,,,,,,,2015,2015-03-18T16:46:22Z,77,3,68552,30,,,,,QU39,,,,,,,,2016-04-08,2016-04-08T16:01:43Z,QNUT2092,QUADRA,50.0307000000001,-125.0992,3,,,11.4020976025944,,uM,,,,,,1.13415883894539,20.9511542147899,,,,,,Technicianm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-08T16:01:43Z,2016-04-08T16:06:59Z,5.26666666666667,""
2144,6891,080217_2015-03-18T16:46:22.833Z,5119405,080217_20150318_1704,RBRmaestro,080217,12.02,8_rbr_processed,QUADRA,,,,,,,8_rbr_processed,QUADS14,QU39,,,50.030667788,-125.09921667,,2015-03-18T16:51:27Z,2015-03-18T16:54:54Z,305,0.0040867,259.661007782711,265,0.851813976417917,,"Megan Foss,Kate Lansley,Katie Pocock,Rebecca Piercey,Wayne Jacob,Leo Pontier",,,,,,,,,2015-03-18T16:46:22Z,2015-03-18T16:51:26Z,0.0040867,260.1969618,d,2015-03-18T16:46:24Z,0.879,29.88104,,9.1104,,1,,1,,251.874,,1.0424,,3.149,,,,27.4116,,,,8.4625,,,,,,,,,,,,,,,,2015,2015-03-18T16:46:22Z,77,3,68552,40,,,,,QU39,,,,,,,,2016-04-08,2016-04-08T16:01:43Z,QNUT2097,QUADRA,50.0307000000001,-125.0992,3,,,24.8314611555403,,uM,,,,,,2.18661090389971,47.3299025651631,,,,,,Technicianm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-08T16:01:43Z,2016-04-08T16:06:59Z,5.26666666666667,""
2144,6891,080217_2015-03-18T16:46:22.833Z,5119405,080217_20150318_1704,RBRmaestro,080217,12.02,8_rbr_processed,QUADRA,,,,,,,8_rbr_processed,QUADS14,QU39,,,50.030667788,-125.09921667,,2015-03-18T16:51:27Z,2015-03-18T16:54:54Z,305,0.0040867,259.661007782711,265,0.851813976417917,,"Megan Foss,Kate Lansley,Katie Pocock,Rebecca Piercey,Wayne Jacob,Leo Pontier",,,,,,,,,2015-03-18T16:46:22Z,2015-03-18T16:51:26Z,0.0040867,260.1969618,d,2015-03-18T16:46:24Z,0.879,29.88104,,9.1104,,1,,1,,251.874,,1.0424,,3.149,,,,27.4116,,,,8.4625,,,,,,,,,,,,,,,,2015,2015-03-18T16:46:22Z,77,3,68552,50,,,,,QU39,,,,,,,,2016-04-08,2016-04-08T16:01:43Z,QNUT2093,QUADRA,50.0307000000001,-125.0992,3,,,26.7859966600692,,uM,,,,,,2.31920170445757,51.2408234840399,,,,,,Technicianm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-08T16:01:43Z,2016-04-08T16:06:59Z,5.26666666666667,""
2144,6891,080217_2015-03-18T16:46:22.833Z,5119405,080217_20150318_1704,RBRmaestro,080217,12.02,8_rbr_processed,QUADRA,,,,,,,8_rbr_processed,QUADS14,QU39,,,50.030667788,-125.09921667,,2015-03-18T16:51:27Z,2015-03-18T16:54:54Z,305,0.0040867,259.661007782711,265,0.851813976417917,,"Megan Foss,Kate Lansley,Katie Pocock,Rebecca Piercey,Wayne Jacob,Leo Pontier",,,,,,,,,2015-03-18T16:46:22Z,2015-03-18T16:51:26Z,0.0040867,260.1969618,d,2015-03-18T16:46:24Z,0.879,29.88104,,9.1104,,1,,1,,251.874,,1.0424,,3.149,,,,27.4116,,,,8.4625,,,,,,,,,,,,,,,,2015,2015-03-18T16:46:22Z,77,3,68552,75,,,,,QU39,,,,,,,,2016-04-08,2016-04-08T16:01:43Z,QNUT2098,QUADRA,50.0307000000001,-125.0992,3,,,28.433636505536,,uM,,,,,,2.42194083679311,53.7303368415329,,,,,,Technicianm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-08T16:01:43Z,2016-04-08T16:06:59Z,5.26666666666667,""
2144,6891,080217_2015-03-18T16:46:22.833Z,5119405,080217_20150318_1704,RBRmaestro,080217,12.02,8_rbr_processed,QUADRA,,,,,,,8_rbr_processed,QUADS14,QU39,,,50.030667788,-125.09921667,,2015-03-18T16:51:27Z,2015-03-18T16:54:54Z,305,0.0040867,259.661007782711,265,0.851813976417917,,"Megan Foss,Kate Lansley,Katie Pocock,Rebecca Piercey,Wayne Jacob,Leo Pontier",,,,,,,,,2015-03-18T16:46:22Z,2015-03-18T16:51:26Z,0.0040867,260.1969618,d,2015-03-18T16:46:24Z,0.879,29.88104,,9.1104,,1,,1,,251.874,,1.0424,,3.149,,,,27.4116,,,,8.4625,,,,,,,,,,,,,,,,2015,2015-03-18T16:46:22Z,77,3,68552,100,,,,,QU39,,,,,,,,2016-04-08,2016-04-08T16:01:43Z,QNUT2094,QUADRA,50.0307000000001,-125.0992,3,,,25.1168743860433,,uM,,,,,,2.17769684529545,47.061174881623,,,,,,Technicianm,2016-04-08,2016-04-08T16:06:58Z,QX2101,QUADRA,50.0307000000001,-125.0992,3,,TRUE,Immersion,2000,,,2016-04-08T19:07:02Z,,1,,,,,,57.0274615380177,,,1.20868879406325,,133.351987772083,,,-22.9569508871564,,UCDAVISSIF,,,,Results,Technicianmr,2016,4,99,2016-04-08T16:01:43Z,2016-04-08T16:06:59Z,5.26666666666667,""
2144,6891,080217_2015-03-18T16:46:22.833Z,5119405,080217_20150318_1704,RBRmaestro,080217,12.02,8_rbr_processed,QUADRA,,,,,,,8_rbr_processed,QUADS14,QU39,,,50.030667788,-125.09921667,,2015-03-18T16:51:27Z,2015-03-18T16:54:54Z,305,0.0040867,259.661007782711,265,0.851813976417917,,"Megan Foss,Kate Lansley,Katie Pocock,Rebecca Piercey,Wayne Jacob,Leo Pontier",,,,,,,,,2015-03-18T16:46:22Z,2015-03-18T16:51:26Z,0.0040867,260.1969618,d,2015-03-18T16:46:24Z,0.879,29.88104,,9.1104,,1,,1,,251.874,,1.0424,,3.149,,,,27.4116,,,,8.4625,,,,,,,,,,,,,,,,2015,2015-03-18T16:46:22Z,77,3,68552,100,,,,,QU39,,,,,,,,2016-04-08,2016-04-08T16:01:43Z,QNUT2094,QUADRA,50.0307000000001,-125.0992,3,,,25.1168743860433,,uM,,,,,,2.17769684529545,47.061174881623,,,,,,Technicianm,2016-04-08,2016-04-08T16:06:59Z,QX2102,QUADRA,50.0307000000001,-125.0992,3,,FALSE,None,2000,,,2016-04-08T19:07:03Z,,1,,,,,,31.5519650561396,,,7.00201894477778,,141.501384176234,,,-22.6349127311045,,UCDAVISSIF,,,,Results,Technicianmr,2016,4,99,2016-04-08T16:01:43Z,2016-04-08T16:06:59Z,5.26666666666667,""
